,DataID,FEIN,EntityName,DateOfOrganization,ActiveFlag,CleanName,CoreName,Date,bostonFlag
1121660,001jh4,271232263,EFS REAL ESTATE LLC,11/02/2009,N,EFS REAL ESTATE LLC,EFS,2009-11-02,False
150159,002bpy,043156817,"EF SCHOOLS, INC.",11-09-1992,Y,EF SCHOOLS INC,EF SCHOOLS,1992-11-09,False
1168419,00laor,001088937,EDWIDGE REALTY LIMITED PARTNERSHIP,09-27-2012,Y,EDWIDGE REALTY LIMITED,EDWIDGE,2012-09-27,False
1048049,00mg39,001125409,"EDVIN GROUP, LLC",01/10/2014,Y,EDVIN GROUP LLC,EDVIN,2014-01-10,False
1123610,00l9uo,001088189,EDGEWATER WASHBURN LLC,09/18/2012,Y,EDGEWATER WASHBURN LLC,EDGEWATER WASHBURN,2012-09-18,False
816291,001fb9,270980336,EDGEWATER SYMPHONY 19 LLC,09/23/2009,Y,EDGEWATER SYMPHONY 19 LLC,EDGEWATER SYMPHONY 19,2009-09-23,False
671933,00h8zi,000836350,EDGEMERE GARDENS LLC,02/25/2003,N,EDGEMERE GARDEN LLC,EDGEMERE GARDEN,2003-02-25,False
62803,00ffmc,043493154,EDAN LLC,07/26/1999,Y,EDAN LLC,EDAN,1999-07-26,False
46852,00dn9b,010539075,"EBSP ASSOCIATES, LLC",12/11/2000,Y,EBSP ASSOCIATION LLC,EBSP,2000-12-11,False
637395,00jahf,000941816,"EBMST, LLC",01/23/2007,Y,EBMST LLC,EBMST,2007-01-23,False
887138,00mwh4,001139467,EBCPAC DEVELOPMENT LLC,06/17/2014,Y,EBCPAC DEVELOPMENT LLC,EBCPAC,2014-06-17,False
200403,004wum,042755270,EBCDC INC.,08/08/1979,Y,EBCDC INC,EBCDC,1979-08-08,False
39041,00dis6,043441809,"EB PROPERTIES, LLC",11/12/1998,Y,EB PROPERTIES LLC,EB,1998-11-12,False
832915,00ky8v,455140200,"EATON STREET PARTNERS, LLC",04/24/2012,Y,EATON ST PARTNERS LLC,EATON ST,2012-04-24,False
842959,00ltxt,001106207,"EAMES CAPITAL PARTNERS, LLC",05/02/2013,Y,EAMES CAPITAL PARTNERS LLC,EAMES CAPITAL,2013-05-02,False
867225,00t32y,001391133,EAGLE HILL LLC,07/01/2019,Y,EAGLE HILL LLC,EAGLE HILL,2019-07-01,False
727717,003ro6,000890204,"EAGLE PROPERTY HOLDINGS, LLC",03/11/2005,N,EAGLE PROPERTIES HOLDINGS LLC,EAGLE,2005-03-11,False
930059,000voj,000856528,"EAST WHITBY, LLC",12/18/2003,Y,E WHITBY LLC,E WHITBY,2003-12-18,False
825927,00hjbp,001056695,EASTWAY DEVELOPMENT LLC,07/06/2011,Y,E WAY DEVELOPMENT LLC,E WAY,2011-07-06,False
956361,00jxlr,000965489,EAST SIDE LLC,11/29/2007,Y,E SIDE LLC,E SIDE,2007-11-29,False
662513,00b2mk,550802998,"EAST COTTAGE REAL ESTATE, LLC",10-24-2002,Y,E COTTAGE REAL ESTATE LLC,E COTTAGE,2002-10-24,False
17456,00et7s,L95513643,EAST CONCORD STREET LIMITED PARTNERSHIP,09/29/1995,Y,E CONCORD ST LIMITED,E CONCORD ST,1995-09-29,False
633533,00gy6k,001037992,"EAST BROADWAY REALTY, LLC",10/12/2010,Y,E BROADWAY REALTY LLC,E BROADWAY,2010-10-12,False
910308,00le2b,461363082,EAST BOSTON MANAGEMENT & DEVELOPMENT LLC,11/09/2012,Y,E BOSTON MANAGEMENT AND DEVELOPMENT LLC,E BOSTON AND,2012-11-09,False
1007871,00ledh,461388281,EAST BOSTON AIRPORT LLC,11/14/2012,N,E BOSTON AIRPORT LLC,E BOSTON AIRPORT,2012-11-14,False
1235637,00miip,001127538,"EAST BOSTON HOLDINGS, LLC",02/04/2014,Y,E BOSTON HOLDINGS LLC,E BOSTON,2014-02-04,False
640724,00javw,043576955,EAST BERKELEY LLC,10/24/2001,Y,E BERKELEY LLC,E BERKELEY,2001-10-24,False
1072418,00olj8,001210323,E & M SERVICES CORP,02/17/2016,Y,E AND M SERVICES CORPORATION,E AND M,2016-02-17,False
14247,00ewss,L98614990,EAST SEVENTH LIMITED PARTNERSHIP,04/29/1998,Y,E 7TH LIMITED,E 7TH,1998-04-29,False
14259,00ewtl,L98615189,EAST SIXTH LIMITED PARTNERSHIP,04/30/1998,Y,E 6TH LIMITED,E 6TH,1998-04-30,False
1071467,00a7kd,000997586,EAST FOURTH STREET LLC,03/16/2009,Y,E 4TH ST LLC,E 4TH ST,2009-03-16,False
986015,00m4qz,001115517,"E. FOURTH, LLC",09/04/2013,Y,E 4TH LLC,E 4TH,2013-09-04,False
1126643,00mykg,001141280,E THIRD LLC,07/09/2014,Y,E 3RD LLC,E 3RD,2014-07-09,False
697548,00afdg,000875554,EAST THIRD REALTY LLC,09/01/2004,Y,E 3RD REALTY LLC,E 3RD,2004-09-01,False
662098,005xme,061624642,ELN INVESTMENTS LLC,10/17/2002,Y,ELN INVESTMENTS LLC,E,2002-10-17,False
788487,00mjz9,001128780,DW REALTY GROUP LLC,02/20/2014,Y,DW REALTY GROUP LLC,DW,2014-02-20,False
1160277,002kag,001015232,DV FITZGERALD REALTY LLC,11/05/2009,Y,DV FITZGERALD REALTY LLC,DV FITZGERALD,2009-11-05,False
56728,00e15p,046228875,"DUSTIN ASSOCIATES, LLC",03/31/1999,Y,DUSTIN ASSOCIATION LLC,DUSTIN,1999-03-31,False
1214121,00l615,001084725,DUNSTER ROAD 22 LLC,07/31/2012,Y,DUNSTER RD 22 LLC,DUNSTER RD 22,2012-07-31,False
631425,00grpu,271357089,DUNLAP INVESTMENTS LLC,11/25/2009,Y,DUNLAP INVESTMENTS LLC,DUNLAP,2009-11-25,False
13208,00ezje,L99673273,DUDLEY TERRACE LIMITED PARTNERSHIP,09/13/1999,Y,DUDLEY TERRACE LIMITED,DUDLEY TERRACE,1999-09-13,False
515903,00ftwk,043201156,"DUDLEY STREET ENTERPRISES, INC.",07/21/1993,Y,DUDLEY ST ENTERPRISES INC,DUDLEY ST ENTERPRISES,1993-07-21,False
36987,00e690,L00717873,DUDLEY INN LIMITED PARTNERSHIP,08/16/2000,Y,DUDLEY INN LIMITED,DUDLEY INN,2000-08-16,False
893525,00iv8z,001016794,DUDLEY GREENVILLE LLC,12/02/2009,Y,DUDLEY GREENVILLE LLC,DUDLEY GREENVILLE,2009-12-02,False
920924,00inco,200252199,"DUDLEY ENTERPRISES, INC.",09/10/2003,N,DUDLEY ENTERPRISES INC,DUDLEY ENTERPRISES,2003-09-10,False
138505,001uru,043292135,"DUDLEY ECONOMIC EMPOWERMENT PARTNERS, INC.",08/04/1994,Y,DUDLEY ECONOMIC EMPOWERMENT PARTNERS INC,DUDLEY ECONOMIC EMPOWERMENT,1994-08-04,False
756864,00be0e,000908976,"DP FANEUIL HALL RE, LLC",11/03/2005,Y,DP FANEUIL HALL REALTY LLC,DP FANEUIL HALL,2005-11-03,False
1065999,00q98d,001286892,REALTY DOWNTOWN HOLDINGS INC.,08/16/2017,Y,REALTY DOWNTOWN HOLDINGS INC,DOWNTOWN,2017-08-16,False
969859,00lipu,461714386,"DORRANCE ARLINGTON, LLC",01/02/2013,Y,DORRANCE ARLINGTON LLC,DORRANCE ARLINGTON,2013-01-02,False
732972,00byw8,202710774,DORCHESTER NORTON LLC,04/21/2005,Y,DORCHESTER NORTON LLC,DORCHESTER NORTON,2005-04-21,False
32658,00ebft,L86003128,DORCHESTER HOUSING ASSOCIATES,10/09/1981,Y,DORCHESTER HOUSING ASSOCIATION,DORCHESTER HOUSING,1981-10-09,False
753636,00dn4z,000906915,DORCHESTER HOME AND GARDEN TRUST CORPORATION,10/04/2005,Y,DORCHESTER HOME AND GARDEN TRUST CORPORATION,DORCHESTER HOME AND GARDEN,2005-10-04,False
661570,00h7yf,061663766,DORCHESTER FAMILY HOMES LLC,10/09/2002,Y,DORCHESTER FAMILY HOMES LLC,DORCHESTER FAMILY HOMES,2002-10-09,False
1071837,00lexy,461433859,"DORCHESTER AVENUE 1939, LLC",11/21/2012,Y,DORCHESTER AVE 1939 LLC,DORCHESTER AVE 1939,2012-11-21,False
107442,0018qy,222990816,DORCHESTER FOUR CORNERS DEVELOPMENT CORPORATION,03/02/1989,Y,DORCHESTER 4 CORNERS DEVELOPMENT CORPORATION,DORCHESTER 4 CORNERS,1989-03-02,False
1035032,00ma32,001120090,"DORCAS, LLC",11/04/2013,Y,DORCAS LLC,DORCAS,2013-11-04,False
73682,00c69s,000078017,DOOR OF SALVATION PENTECOSTAL CHURCH,11/06/1978,Y,DOOR OF SALVATION PENTECOSTAL CHURCH,DOOR OF SALVATION PENTECOSTAL CHURCH,1978-11-06,False
1183253,00kiro,001063728,"DOOLEY PROPERTIES, LLC",10/25/2011,N,DOOLEY PROPERTIES LLC,DOOLEY,2011-10-25,False
840138,00ifbz,562445440,"DONOVAN PROPERTIES, LLC",01/28/2004,Y,DONOVAN PROPERTIES LLC,DONOVAN,2004-01-28,False
49777,00dmhp,000727604,DONN O'C - 472 BEACON STREET LLC,11/06/2000,Y,DONN OC 472 BEACON ST LLC,DONN OC 472 BEACON ST,2000-11-06,False
1213385,00pr4i,001264362,DONN O'C-11 TEMPLE STREET LLC,03/10/2017,Y,DONN OC 11 TEMPLE ST LLC,DONN OC 11 TEMPLE ST,2017-03-10,False
1098876,0085rc,452490150,DONE DEAL LLC,06/09/2011,Y,DONE DEAL LLC,DONE DEAL,2011-06-09,False
888023,00e2hh,000967517,DOMUSCASA LLC,12/28/2007,Y,DOMUSCASA LLC,DOMUSCASA,2007-12-28,False
12630,00e15f,L99687003,DOLAN FAMILY LIMITED PARTNERSHIP,12/30/1999,Y,DOLAN FAMILY LIMITED,DOLAN FAMILY,1999-12-30,False
1044791,00ha1f,001046024,DOCKPOINT LLC,02/08/2011,Y,DOCKPOINT LLC,DOCKPOINT,2011-02-08,False
772683,00l7zh,611691187,"DO REAL ESTATE, LLC",08/24/2012,N,DO REAL ESTATE LLC,DO,2012-08-24,False
1161786,00m6po,001117185,DNI NORTH AVENUE LLC,09/26/2013,Y,DNI N AVE LLC,DNI N AVE,2013-09-26,False
9488,00f035,046471688,DMP REALTY TRUST,01/09/1981,Y,DMP REALTY TRUST,DMP,1981-01-09,False
37321,00e12j,L00688217,DLT FAMILY LIMITED PARTNERSHIP,01/05/2000,Y,DLT FAMILY LIMITED,DLT FAMILY,2000-01-05,False
969772,00link,001096278,"DJBCM-MA ASSOCIATES, LLC",01/02/2013,Y,DJBCM MASSACHUSETTS ASSOCIATION LLC,DJBCM MASSACHUSETTS,2013-01-02,False
664066,001319,000829301,DIXWELL PARK UE LLC,11/15/2002,Y,DIXWELL PARK UE LLC,DIXWELL PARK UE,2002-11-15,False
112083,000x7n,223321055,"DITSON STREET SENIOR HOUSING, INC.",07/16/1993,Y,DITSON ST SENIOR HOUSING INC,DITSON ST SENIOR HOUSING,1993-07-16,False
49356,00dv3n,043299230,"DISOLA DEVELOPMENT, LLC",01/22/1996,N,DISOLA DEVELOPMENT LLC,DISOLA,1996-01-22,False
1019702,00l8rg,460907955,"DISIPIO DEVELOPMENT GROUP, LLC",09/05/2012,Y,DISIPIO DEVELOPMENT GROUP LLC,DISIPIO,2012-09-05,False
935020,00i69j,200700940,"DIGHTON GARDENS, LLC",02/06/2004,Y,DIGHTON GARDEN LLC,DIGHTON GARDEN,2004-02-06,False
692083,00lhds,001094997,"DICENTRA, LLC",12/19/2012,Y,DICENTRA LLC,DICENTRA,2012-12-19,False
925458,00kjxn,001064761,"DICENSO PROPERTIES, LLC",11/09/2011,Y,DICENSO PROPERTIES LLC,DICENSO,2011-11-09,False
683048,00hxjo,000995106,"DI PIETRANTONIO FAMILY, LLC",02/03/2009,Y,DI PIETRANTONIO FAMILY LLC,DI PIETRANTONIO FAMILY,2009-02-03,False
815839,00iwvg,205934463,DHARSHAN REALTY LLC,11/27/2006,Y,DHARSHAN REALTY LLC,DHARSHAN,2006-11-27,False
41083,00dhb1,043414167,DFS PROPERTIES L.L.C.,03/13/1998,Y,DFS PROPERTIES LLC,DFS,1998-03-13,False
729875,00em35,562505956,DEWINTON-STROM LLC,03/25/2005,Y,DEWINTON STROM LLC,DEWINTON STROM,2005-03-25,False
681468,003sgw,549665501,DEVONSHIRE GROUP LLC,06/24/2003,Y,DEVONSHIRE GROUP LLC,DEVONSHIRE,2003-06-24,False
32623,00ebj7,L86003079,DEVONSHIRE ASSOCIATES LIMITED PARTNERSHIP,03/10/1970,Y,DEVONSHIRE ASSOCIATION LIMITED,DEVONSHIRE,1970-03-10,False
1222434,00tm5f,001411882,DEUTSCHE BANK TRUST COMPANY AMERICAS,11/15/2019,Y,DEUSTCHE BANK,DEUSTCHE BANK,2019-11-15,False
1018308,005u1a,000969356,"DESMOND JAMES, LLC",01/18/2008,Y,DESMOND JAMES LLC,DESMOND JAMES,2008-01-18,False
1271233,00lcyw,460709709,"DESCHAMP GROUP, LLC",10/26/2012,Y,DESCHAMP GROUP LLC,DESCHAMP,2012-10-26,False
803968,008xpy,208420400,"DEROMA FAMILY, LLC",02/12/2007,Y,DEROMA FAMILY LLC,DEROMA FAMILY,2007-02-12,False
872170,00jz0w,000947544,DERNE STREET LLC,03/22/2007,Y,DERNE ST LLC,DERNE ST,2007-03-22,False
1119176,00lfe4,001093162,DEPH REALTY LLC,11/28/2012,Y,DEPH REALTY LLC,DEPH,2012-11-28,False
733840,00693c,041167128,"DEPEN, LLC",04/27/2005,Y,DEPEN LLC,DEPEN,2005-04-27,False
1072501,00mxwf,001140721,DENRAT LLC,07/01/2014,Y,DENRAT LLC,DENRAT,2014-07-01,False
1033541,00mldv,001129945,DENNISPORT CARNIVAL LLC,03/05/2014,Y,DENNISPORT CARNIVAL LLC,DENNISPORT CARNIVAL,2014-03-05,False
770472,00abl1,000917640,DEMUSIS FAMILY REAL ESTATE LLC,02/24/2006,Y,DEMUSIS FAMILY REAL ESTATE LLC,DEMUSIS FAMILY,2006-02-24,False
14930,00ew73,L97589986,DELHI LIMITED PARTNERSHIP,09/30/1997,Y,DELHI LIMITED,DELHI,1997-09-30,False
968918,009446,270670436,DEJAM LLC,08/05/2009,Y,DEJAM LLC,DEJAM,2009-08-05,False
666232,00bnuh,020656578,"DEBBIE, LLC",12/17/2002,Y,DEBBIE LLC,DEBBIE,2002-12-17,False
1225300,008knh,001016074,"DEAD RECKONING, LLC",11/18/2009,Y,DEAD RECKONING LLC,DEAD RECKONING,2009-11-18,False
920097,00knhb,001068110,"DDJB REAL ESTATE HOLDINGS, LLC",12/28/2011,Y,DDJB REAL ESTATE HOLDINGS LLC,DDJB,2011-12-28,False
1197894,00mhwl,001127014,"DCP INVESTMENTS, INC.",01/28/2014,N,DCP INVESTMENTS INC,DCP,2014-01-28,False
1099245,007ntl,262482904,DBS DEVELOPMENT LLC,04/25/2008,Y,DBS DEVELOPMENT LLC,DBS,2008-04-25,False
753331,00jjaw,000906705,"DBL REALTY, LLC",09/30/2005,N,DBL REALTY LLC,DBL,2005-09-30,False
1043446,00fld7,001040502,DBD PROPERTIES LLC,11/19/2010,Y,DBD PROPERTIES LLC,DBD,2010-11-19,False
17212,00etvt,L95517063,DB UPHAMS LIMITED PARTNERSHIP,11/08/1995,Y,DB UPHAMS LIMITED,DB UPHAMS,1995-11-08,False
964403,00d52j,263917979,DB NEIGHBORHOOD HOMES LLC,12/04/2008,N,DB NEIGHBORHOOD HOMES LLC,DB NEIGHBORHOOD HOMES,2008-12-04,False
1003073,00kke2,001065181,DB 618 DUDLEY STREET LLC,11/16/2011,Y,DB 618 DUDLEY ST LLC,DB 618 DUDLEY ST,2011-11-16,False
880191,0006x8,260597756,DB 555 DUDLEY STREET LLC,07/23/2007,Y,DB 555 DUDLEY ST LLC,DB 555 DUDLEY ST,2007-07-23,False
965067,00jyqa,272288067,"DAY SQUARE ASSOCIATES, LLC",10/22/2008,Y,DAY SQUARE ASSOCIATION LLC,DAY,2008-10-22,False
815232,00k4ui,000938106,DAVISON STREET LLC,11/22/2006,N,DAVISON ST LLC,DAVISON ST,2006-11-22,False
289159,006w0a,042399279,"DAVID LLOYD CO, INC.",07/06/1966,N,DAVID LLOYD COMPANY INC,DAVID LLOYD,1966-07-06,False
449900,003kmj,042623378,"DAVID JOSEPH, LTD., INC.",01/01/1978,N,DAVID JOSEPH LIMITED INC,DAVID JOSEPH,1978-01-01,False
642441,00hqt7,043581261,"DAVID J. CALLAGHAN REALTY, LLC, THE",11/28/2001,Y,DAVID J CALLAGHAN REALTY LLC,DAVID J CALLAGHAN,2001-11-28,False
1181294,00bivk,001059630,DAVID GEFFEN CONSTRUCTION COMPANY LLC,08/19/2011,Y,DAVID GEFFEN CONSTRUCTION COMPANY LLC,DAVID GEFFEN CONSTRUCTION,2011-08-19,False
35923,00fo0o,L01755822,DARTMOUTH HOTEL LIMITED PARTNERSHIP,06/01/2001,Y,DARTMOUTH HOTEL LIMITED,DARTMOUTH HOTEL,2001-06-01,False
1098741,00jhn5,001054753,DANUBE APARTMENTS LLC,06/08/2011,Y,DANUBE APARTMENTS LLC,DANUBE,2011-06-08,False
516247,00eeg5,043176424,DANIELS REALTY CORP.,12/30/1992,Y,DANIELS REALTY CORPORATION,DANIELS,1992-12-30,False
1209117,00n9uu,001151104,"D&S EAGLE STREET, LLC",11/03/2014,Y,DANDS EAGLE ST LLC,DANDS EAGLE ST,2014-11-03,False
1167349,00pf3u,001248747,"THE DALY HOLDING COMPANY, INC.",11/18/2016,Y,DALY HOLDINGS COMPANY INC,DALY,2016-11-18,False
822072,00k9ly,001035500,"DALIN MULTI-FAMILY FUND, III, LP",09/01/2010,N,DALIN MULTI FAMILY FUND III LIMITED,DALIN MULTI FAMILY FUND III,2010-09-01,False
893961,000dnk,001022322,"DALIN MULTI-FAMILY FUND II, LP",02/18/2010,N,DALIN MULTI FAMILY FUND II LIMITED,DALIN MULTI FAMILY FUND II,2010-02-18,False
979524,00dwdj,001013671,"DALIN MULTI-FAMILY FUND, LIMITED PARTNERSHIP",10-09-2009,N,DALIN MULTI FAMILY FUND LIMITED,DALIN MULTI FAMILY FUND,2009-10-09,False
1257806,00j36p,273255504,"DALED PROPERTIES, LLC",08/17/2010,Y,DALED PROPERTIES LLC,DALED,2010-08-17,False
1255433,00lmo6,001099827,DAHLGREN HALL LLC,02/13/2013,N,DAHLGREN HALL LLC,DAHLGREN HALL,2013-02-13,False
1053839,0000d0,001054206,DACIA LLC,06/01/2011,Y,DACIA LLC,DACIA,2011-06-01,False
240952,005gwh,042661946,"D. COLM ARMSTRONG,P.C.",12/28/1978,N,D COLM ARMSTRONG PC,D COLM ARMSTRONG PC,1978-12-28,False
787937,00hssg,205068621,"D & S OF A, LLC",06/22/2006,Y,D AND S OF A LLC,D AND S OF A,2006-06-22,False
814193,00jln5,001009601,"D & DUYEN, LLC",08/06/2009,Y,D AND DUYEN LLC,D AND DUYEN,2009-08-06,False
1279314,00bjgo,271854592,"D & C - CPT, LLC",02/08/2010,Y,D AND C CPT LLC,D AND C CPT,2010-02-08,False
901524,003ycq,320291945,CYB INVESTMENTS LLC,09/04/2009,Y,CYB INVESTMENTS LLC,CYB,2009-09-04,False
805661,001mok,510606945,CWL HOUSING LLC,09/29/2006,Y,CWL HOUSING LLC,CWL HOUSING,2006-09-29,False
639995,0001on,208307491,"C.W. HOMES, LLC",01/25/2007,Y,CW HOMES LLC,CW HOMES,2007-01-25,False
1262616,00n6d1,001148005,"CURRAGH DOBBIN REALTY, LLC",09/26/2014,N,CURRAGH DOBBIN REALTY LLC,CURRAGH DOBBIN,2014-09-26,False
32953,00ec2j,L86002896,CUMMINS TOWERS COMPANY LIMITED PARTNERSHIP,05/17/1967,Y,CUMMINS TOWERS COMPANY LIMITED,CUMMINS TOWERS,1967-05-17,False
1183984,00llc3,001098637,CUMMINS HIGHWAY LLC,01/29/2013,N,CUMMINS HIGHWAY LLC,CUMMINS HIGHWAY,2013-01-29,False
44194,00dg7q,043488685,"CUMMINGS ROAD, LLC",08/17/1999,Y,CUMMINGS RD LLC,CUMMINGS RD,1999-08-17,False
1139826,007wsr,001055316,CUMMINGS 48 FARLOW LLC,06/15/2011,Y,CUMMINGS 48 FARLOW LLC,CUMMINGS 48 FARLOW,2011-06-15,False
1028450,00b80m,272046798,CSTO WINN OWNER LLC,12/16/2009,Y,CSTO WINN OWNER LLC,CSTO WINN OWNER,2009-12-16,False
42082,00dis5,043441812,"CSOH PROPERTIES, LLC",11/12/1998,Y,CSOH PROPERTIES LLC,CSOH,1998-11-12,False
14246,00ewsr,L98614980,CSB ASSOCIATES LIMITED PARTNERSHIP,04/29/1998,Y,CSB ASSOCIATION LIMITED,CSB,1998-04-29,False
827639,00kktn,453848377,CS-3553 WASHINGTON STREET LLC,11/21/2011,Y,CS 3553 WASHINGTON ST LLC,CS 3553 WASHINGTON ST,2011-11-21,False
781297,00b6bx,432107246,CRUZ HARVARD LLC,04/27/2006,Y,CRUZ HARVARD LLC,CRUZ HARVARD,2006-04-27,False
474966,005eo4,042736941,CRUZ DEVELOPMENT CORPORATION,04/10/1981,Y,CRUZ DEVELOPMENT CORPORATION,CRUZ,1981-04-10,False
839485,00lo9y,001101232,CRUSH MANAGEMENT LLC,03/04/2013,Y,CRUSH MANAGEMENT LLC,CRUSH,2013-03-04,False
1050361,00gfin,001051225,"CROOSINS, LLC",04-20-2011,N,CROOSINS LLC,CROOSINS,2011-04-20,False
1256683,00n0ml,001143049,"CROKI PROPERTIES, LLC",07/30/2014,Y,CROKI PROPERTIES LLC,CROKI,2014-07-30,False
813752,007w8d,001004885,"CRJ PROPERTIES, LLC",06/02/2009,Y,CRJ PROPERTIES LLC,CRJ,2009-06-02,False
818722,00ljw9,001097367,CREATIVE DEVELOPERS LLC,01-14-2013,Y,CREATIVE DEVELOPERS LLC,CREATIVE DEVELOPERS,2013-01-14,False
32887,00eava,L86002830,COX BUILDING ASSOCIATES LP,05/04/1984,Y,COX BUILDING ASSOCIATION LIMITED,COX BUILDING,1984-05-04,False
958480,00annr,753263613,"COVO PROPERTY MANAGEMENT, LLC",01/02/2008,Y,COVO PROPERTIES MANAGEMENT LLC,COVO,2008-01-02,False
1145354,00lsxr,462591604,COTTAGE LJS LLC,04/22/2013,Y,COTTAGE LJS LLC,COTTAGE LJS,2013-04-22,False
677370,00ihlw,000841208,COTTAGE HOLDINGS LLC,05/05/2003,Y,COTTAGE HOLDINGS LLC,COTTAGE,2003-05-05,False
973615,00lqw5,001103526,CORNFIELD CONSTRUCTION LLC,03/29/2013,Y,CORNFIELD CONSTRUCTION LLC,CORNFIELD CONSTRUCTION,2013-03-29,False
49044,00dud5,042912467,CORNER REALTY LLC,08/11/1998,Y,CORNER REALTY LLC,CORNER,1998-08-11,False
640679,00gnhk,043579583,COREY STREET LLC,10/23/2001,Y,COREY ST LLC,COREY ST,2001-10-23,False
1187210,00mcid,464220908,COREY STREET DEVELOPMENT LLC,12/03/2013,N,COREY ST DEVELOPMENT LLC,COREY ST,2013-12-03,False
673054,00hqq0,364525100,COREY ROAD LLC,03/11/2003,Y,COREY RD LLC,COREY RD,2003-03-11,False
661873,00jg18,562295023,"COREY ASSISTED LIVING, LLC",10/15/2002,Y,COREY ASSISTED LIVING LLC,COREY ASSISTED LIVING,2002-10-15,False
55370,00dt33,582292036,"COPLEY PLACE ASSOCIATES, LLC",01/28/1997,Y,COPLEY PLACE ASSOCIATION LLC,COPLEY PLACE,1997-01-28,False
14203,00ex9h,L98633569,GR-CONWAY COURT LIMITED PARTNERSHIP,10/20/1998,Y,GROUP CONWAY COURT LIMITED,CONWAY COURT,1998-10-20,False
960836,00gqir,000974206,"CONSUMER SOLUTIONS REO, LLC",03/26/2008,N,CONSUMER SOLUTIONS REO LLC,CONSUMER SOLUTIONS REO,2008-03-26,False
970100,00liyo,461681107,CONRAD REALTY LLC,01/04/2013,N,CONRAD REALTY LLC,CONRAD,2013-01-04,False
977434,00ly6q,001109918,"CONQUEST CAPITAL HOLDINGS II, LLC",06/19/2013,Y,CONQUEST CAPITAL HOLDINGS II LLC,CONQUEST CAPITAL II,2013-06-19,False
978438,00iupe,001038351,"CONQUEST CAPITAL PARTNERS, LLC",10/18/2010,Y,CONQUEST CAPITAL PARTNERS LLC,CONQUEST CAPITAL,2010-10-18,False
1049291,00lyvb,001110533,"CONQUEST DEVELOPMENT, LLC",06/26/2013,N,CONQUEST DEVELOPMENT LLC,CONQUEST,2013-06-26,False
1034236,00i0m6,001012220,"CONNOR, GOLDMAN AND ASSOCIATES LLC",09/18/2009,Y,CONNOR GOLDMAN AND ASSOCIATION LLC,CONNOR GOLDMAN AND,2009-09-18,False
687466,00kq9a,454381899,CONDOR-HAVRE LLC,01/26/2012,Y,CONDOR HAVRE LLC,CONDOR HAVRE,2012-01-26,False
44575,00dgqx,000671072,"CONDOR PROPERTIES, LLC",08/20/1999,Y,CONDOR PROPERTIES LLC,CONDOR,1999-08-20,False
33258,00eb92,L86002687,CONCORD HOUSES ASSOCIATES,10/04/1974,Y,CONCORD HOUSES ASSOCIATION,CONCORD HOUSES,1974-10-04,False
55353,00dszy,650945110,"CONCORD 146, LLC",09/21/1999,N,CONCORD 146 LLC,CONCORD 146,1999-09-21,False
945109,00mkxk,001129572,COMMONWEALTH RESIDENCE LLC,02/28/2014,Y,COMMONWEALTH RESIDENCE LLC,COMMONWEALTH RESIDENCE,2014-02-28,False
114660,001300,222753637,"COMMONWEALTH LAND TRUST, INC.",11/06/1985,Y,COMMONWEALTH LAND TRUST INC,COMMONWEALTH LAND,1985-11-06,False
142150,001wsw,043319918,"COMMONWEALTH HOUSING, INC.",05/31/1996,Y,COMMONWEALTH HOUSING INC,COMMONWEALTH HOUSING,1996-05-31,False
873407,007fwo,261164558,"COMMONWEALTH HILL, LLC",06/18/2007,Y,COMMONWEALTH HILL LLC,COMMONWEALTH HILL,2007-06-18,False
1083740,00o0eo,001182888,COMMONWEALTH AVENUE REALTY LLC,07/24/2015,N,COMMONWEALTH AVE REALTY LLC,COMMONWEALTH AVE,2015-07-24,False
58349,00e57y,043410740,COMMONWEALTH 1381 ASSOCIATES LLC,12/11/1997,Y,COMMONWEALTH 1381 ASSOCIATION LLC,COMMONWEALTH 1381,1997-12-11,False
57642,00e4ul,043410748,COMMONWEALTH 1334 ASSOCIATES LLC,12/11/1997,Y,COMMONWEALTH 1334 ASSOCIATION LLC,COMMONWEALTH 1334,1997-12-11,False
813968,0028u6,001008332,COMMONWEALTH 1200 MONTROSE LLC,07/16/2009,Y,COMMONWEALTH 1200 MONTROSE LLC,COMMONWEALTH 1200 MONTROSE,2009-07-16,False
17514,00eoxy,L95503510,COMMONWEALTH 1144 LIMITED PARTNERSHIP,06/07/1995,Y,COMMONWEALTH 1144 LIMITED,COMMONWEALTH 1144,1995-06-07,False
17515,00eoy2,L95503511,COMMONWEALTH 1137 LIMITED PARTNERSHIP,06/07/1995,Y,COMMONWEALTH 1137 LIMITED,COMMONWEALTH 1137,1995-06-07,False
1054989,00txb4,001423408,COMMONWEALTH HOLDINGS GROUP LLC,01/31/2020,Y,COMMONWEALTH HOLDINGS GROUP LLC,COMMONWEALTH,2020-01-31,False
14862,00esdi,L97600672,COMMONWEALTH REALTY ASSOCIATES LIMITED PARTNERSHIP,12/31/1997,Y,COMMONWEALTH REALTY ASSOCIATION LIMITED,COMMONWEALTH,1997-12-31,False
16595,00epbw,L96538407,COMMONWEALTH PROPERTIES LIMITED PARTNERSHIP,05/24/1996,Y,COMMONWEALTH PROPERTIES LIMITED,COMMONWEALTH,1996-05-24,False
18517,00esig,L94483798,COMMERCE APARTMENTS LIMITED PARTNERSHIP,Dec  9 1994 ,N,COMMERCE APARTMENTS LIMITED,COMMERCE,1994-12-09,False
